"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Bear Lake","Bear Lake","Bear Lake County","16007","ID","Idaho","42.2848","-111.3297","6650"
"Thurston","Thurston","Thurston County","31173","NE","Nebraska","42.1582","-96.5440","6627"
"Charles City","Charles City","Charles City County","51036","VA","Virginia","37.3567","-77.0622","6627"
"Buena Vista","Buena Vista","Buena Vista City","51530","VA","Virginia","37.7319","-79.3568","6593"
"Monroe","Monroe","Monroe County","05095","AR","Arkansas","34.6778","-91.2039","6589"
"Saguache","Saguache","Saguache County","08109","CO","Colorado","38.0805","-106.2815","6580"
"Lake","Lake","Lake County","47095","TN","Tennessee","36.3352","-89.4935","6579"
"Surry","Surry","Surry County","51181","VA","Virginia","37.1098","-76.9002","6549"
"Rio Blanco","Rio Blanco","Rio Blanco County","08103","CO","Colorado","39.9798","-108.2171","6544"
"Howard","Howard","Howard County","31093","NE","Nebraska","41.2200","-98.5171","6534"
"Wayne","Wayne","Wayne County","19185","IA","Iowa","40.7395","-93.3274","6532"
"Fremont","Fremont","Fremont County","19071","IA","Iowa","40.7456","-95.6047","6514"
"Pershing","Pershing","Pershing County","32027","NV","Nevada","40.4404","-118.4044","6487"
"Wolfe","Wolfe","Wolfe County","21237","KY","Kentucky","37.7393","-83.4932","6443"
"Van Buren","Van Buren","Van Buren County","47175","TN","Tennessee","35.6960","-85.4526","6437"
"Fulton","Fulton","Fulton County","21075","KY","Kentucky","36.5540","-89.1874","6409"
"Moody","Moody","Moody County","46101","SD","South Dakota","44.0220","-96.6709","6397"
"Bottineau","Bottineau","Bottineau County","38009","ND","North Dakota","48.7922","-100.8333","6378"
"Treutlen","Treutlen","Treutlen County","13283","GA","Georgia","32.4039","-82.5673","6376"
"Hamlin","Hamlin","Hamlin County","46057","SD","South Dakota","44.6738","-97.1883","6373"
"Wilkin","Wilkin","Wilkin County","27167","MN","Minnesota","46.3570","-96.4683","6371"
"Norman","Norman","Norman County","27107","MN","Minnesota","47.3265","-96.4553","6367"
"Ellsworth","Ellsworth","Ellsworth County","20053","KS","Kansas","38.6966","-98.2048","6360"
"Teton","Teton","Teton County","30099","MT","Montana","47.8371","-112.2408","6353"
"Brown","Brown","Brown County","17009","IL","Illinois","39.9618","-90.7504","6322"
"Antelope","Antelope","Antelope County","31003","NE","Nebraska","42.1769","-98.0667","6305"
"Luce","Luce","Luce County","26095","MI","Michigan","46.4706","-85.5444","6271"
"Gentry","Gentry","Gentry County","29075","MO","Missouri","40.2121","-94.4099","6245"
"Dallas","Dallas","Dallas County","05039","AR","Arkansas","33.9699","-92.6544","6242"
"Menifee","Menifee","Menifee County","21165","KY","Kentucky","37.9414","-83.5989","6230"
"Spink","Spink","Spink County","46115","SD","South Dakota","44.9380","-98.3462","6219"
"Iron","Iron","Iron County","55051","WI","Wisconsin","46.2623","-90.2421","6210"
"Bland","Bland","Bland County","51021","VA","Virginia","37.1340","-81.1302","6199"
"Randolph","Randolph","Randolph County","13243","GA","Georgia","31.7626","-84.7542","6196"
"Henderson","Henderson","Henderson County","17071","IL","Illinois","40.8180","-90.9251","6193"
"Pawnee","Pawnee","Pawnee County","20145","KS","Kansas","38.1813","-99.2367","6144"
"Lafayette","Lafayette","Lafayette County","05073","AR","Arkansas","33.2416","-93.6070","6136"
"Grant","Grant","Grant County","27051","MN","Minnesota","45.9341","-96.0122","6127"
"Osceola","Osceola","Osceola County","19143","IA","Iowa","43.3786","-95.6237","6100"
"Clay","Clay","Clay County","31035","NE","Nebraska","40.5244","-98.0513","6095"
"Edwards","Edwards","Edwards County","17047","IL","Illinois","38.4165","-88.0533","6075"
"Calhoun","Calhoun","Calhoun County","54013","WV","West Virginia","38.8445","-81.1176","6048"
"Pendleton","Pendleton","Pendleton County","54071","WV","West Virginia","38.6807","-79.3509","6043"
"Pondera","Pondera","Pondera County","30073","MT","Montana","48.2278","-112.2263","6035"
"Woodruff","Woodruff","Woodruff County","05147","AR","Arkansas","35.1863","-91.2431","6026"
"Reynolds","Reynolds","Reynolds County","29179","MO","Missouri","37.3623","-90.9691","6010"
"Ohio","Ohio","Ohio County","18115","IN","Indiana","38.9501","-84.9652","5999"
"Shelby","Shelby","Shelby County","29205","MO","Missouri","39.7978","-92.0766","5986"
"Essex","Essex","Essex County","50009","VT","Vermont","44.7275","-71.7359","5982"
"Cumberland","Cumberland","Cumberland County","21057","KY","Kentucky","36.7866","-85.3885","5948"
"Presidio","Presidio","Presidio County","48377","TX","Texas","29.9998","-104.2405","5930"
"Greenwood","Greenwood","Greenwood County","20073","KS","Kansas","37.8778","-96.2326","5919"
"Chouteau","Chouteau","Chouteau County","30015","MT","Montana","47.8806","-110.4353","5906"
"Gilpin","Gilpin","Gilpin County","08047","CO","Colorado","39.8575","-105.5226","5901"
"Sullivan","Sullivan","Sullivan County","42113","PA","Pennsylvania","41.4462","-76.5122","5888"
"Taylor","Taylor","Taylor County","19173","IA","Iowa","40.7374","-94.6964","5868"
"Sherman","Sherman","Sherman County","20181","KS","Kansas","39.3514","-101.7200","5858"
"Sullivan","Sullivan","Sullivan County","29211","MO","Missouri","40.2106","-93.1115","5857"
"Miller","Miller","Miller County","13201","GA","Georgia","31.1640","-84.7308","5850"
"Ontonagon","Ontonagon","Ontonagon County","26131","MI","Michigan","46.6644","-89.3148","5850"
"Ottawa","Ottawa","Ottawa County","20143","KS","Kansas","39.1325","-97.6502","5819"
"Benson","Benson","Benson County","38005","ND","North Dakota","48.0694","-99.3660","5808"
"Carson","Carson","Carson County","48065","TX","Texas","35.4035","-101.3542","5801"
"Stanton","Stanton","Stanton County","31167","NE","Nebraska","41.9169","-97.1939","5796"
"Mitchell","Mitchell","Mitchell County","20123","KS","Kansas","39.3933","-98.2094","5779"
"Quitman","Quitman","Quitman County","28119","MS","Mississippi","34.2514","-90.2891","5774"
"Lander","Lander","Lander County","32015","NV","Nevada","39.9337","-117.0380","5770"
"Lynn","Lynn","Lynn County","48305","TX","Texas","33.1768","-101.8161","5752"
"McCook","McCook","McCook County","46087","SD","South Dakota","43.6743","-97.3685","5751"
"Talbot","Talbot","Talbot County","13263","GA","Georgia","32.6995","-84.5330","5742"
"Prince of Wales-Hyder","Prince of Wales-Hyder","Prince of Wales-Hyder Census Area","02198","AK","Alaska","55.8011","-133.0167","5715"
"Gray","Gray","Gray County","20069","KS","Kansas","37.7382","-100.4379","5701"
"Alfalfa","Alfalfa","Alfalfa County","40003","OK","Oklahoma","36.7310","-98.3240","5696"
"San Saba","San Saba","San Saba County","48411","TX","Texas","31.1552","-98.8176","5696"
"Covington","Covington","Covington City","51580","VA","Virginia","37.7785","-79.9868","5680"
"Crowley","Crowley","Crowley County","08025","CO","Colorado","38.3266","-103.7845","5647"
"Ransom","Ransom","Ransom County","38073","ND","North Dakota","46.4562","-97.6574","5643"
"Cook","Cook","Cook County","27031","MN","Minnesota","47.9026","-90.5354","5635"
"Tripp","Tripp","Tripp County","46123","SD","South Dakota","43.3459","-99.8839","5611"
"Lincoln","Lincoln","Lincoln County","27081","MN","Minnesota","44.4126","-96.2671","5603"
"Putnam","Putnam","Putnam County","17155","IL","Illinois","41.2045","-89.2858","5601"
"Audubon","Audubon","Audubon County","19009","IA","Iowa","41.6846","-94.9058","5599"
"Lincoln","Lincoln","Lincoln County","08073","CO","Colorado","38.9881","-103.5140","5550"
"Bent","Bent","Bent County","08011","CO","Colorado","37.9551","-103.0717","5549"
"Emporia","Emporia","Emporia City","51595","VA","Virginia","36.6952","-77.5364","5547"
"Dixon","Dixon","Dixon County","31051","NE","Nebraska","42.4931","-96.8677","5545"
"Fillmore","Fillmore","Fillmore County","31059","NE","Nebraska","40.5247","-97.5965","5541"
"Washington","Washington","Washington County","20201","KS","Kansas","39.7842","-97.0875","5533"
"Cherry","Cherry","Cherry County","31031","NE","Nebraska","42.5450","-101.1186","5498"
"Calhoun","Calhoun","Calhoun County","13037","GA","Georgia","31.5292","-84.6245","5498"
"Greer","Greer","Greer County","40055","OK","Oklahoma","34.9357","-99.5608","5489"
"Cotton","Cotton","Cotton County","40033","OK","Oklahoma","34.2902","-98.3722","5485"
"Delta","Delta","Delta County","48119","TX","Texas","33.3863","-95.6723","5438"
"Day","Day","Day County","46037","SD","South Dakota","45.3671","-97.6074","5437"
"Haskell","Haskell","Haskell County","48207","TX","Texas","33.1782","-99.7303","5421"
"Harper","Harper","Harper County","20077","KS","Kansas","37.1916","-98.0755","5400"
"Jefferson","Jefferson","Jefferson County","40067","OK","Oklahoma","34.1110","-97.8358","5380"
"Norton","Norton","Norton County","20137","KS","Kansas","39.7844","-99.9035","5359"
"Mahnomen","Mahnomen","Mahnomen County","27087","MN","Minnesota","47.3253","-95.8091","5358"
"Lincoln","Lincoln","Lincoln County","16063","ID","Idaho","43.0024","-114.1383","5358"
"Boone","Boone","Boone County","31011","NE","Nebraska","41.7068","-98.0672","5356"
"Morris","Morris","Morris County","20127","KS","Kansas","38.6874","-96.6499","5340"
"Coal","Coal","Coal County","40029","OK","Oklahoma","34.5882","-96.2978","5320"
"Stark","Stark","Stark County","17175","IL","Illinois","41.0934","-89.7975","5308"
"Carter","Carter","Carter County","29035","MO","Missouri","36.9412","-90.9623","5297"
"Brule","Brule","Brule County","46015","SD","South Dakota","43.7181","-99.0809","5283"
"Walworth","Walworth","Walworth County","46129","SD","South Dakota","45.4299","-100.0315","5271"
"Johnson","Johnson","Johnson County","31097","NE","Nebraska","40.3926","-96.2651","5261"
"Custer","Custer","Custer County","08027","CO","Colorado","38.1087","-105.3675","5247"
"Kingsbury","Kingsbury","Kingsbury County","46077","SD","South Dakota","44.3696","-97.4915","5244"
"Aleutians West","Aleutians West","Aleutians West Census Area","02016","AK","Alaska","52.7985","-106.5633","5235"
"Polk","Polk","Polk County","31143","NE","Nebraska","41.1869","-97.5684","5225"
"Garfield","Garfield","Garfield County","49017","UT","Utah","37.8549","-111.4432","5219"
"Martin","Martin","Martin County","48317","TX","Texas","32.3060","-101.9513","5218"
"Floyd","Floyd","Floyd County","48153","TX","Texas","34.0724","-101.3032","5216"
"Hartley","Hartley","Hartley County","48205","TX","Texas","35.8400","-102.6029","5215"
"McHenry","McHenry","McHenry County","38049","ND","North Dakota","48.2346","-100.6363","5207"
"Dewey","Dewey","Dewey County","46041","SD","South Dakota","45.1566","-100.8718","5205"
"Yukon-Koyukuk","Yukon-Koyukuk","Yukon-Koyukuk Census Area","02290","AK","Alaska","65.5087","-151.3896","5195"
"Atchison","Atchison","Atchison County","29005","MO","Missouri","40.4308","-95.4281","5187"
"Warren","Warren","Warren County","13301","GA","Georgia","33.4089","-82.6768","5170"
"Stevens","Stevens","Stevens County","20189","KS","Kansas","37.1923","-101.3121","5162"
"Musselshell","Musselshell","Musselshell County","30065","MT","Montana","46.4966","-108.3981","5152"
"Big Stone","Big Stone","Big Stone County","27011","MN","Minnesota","45.4261","-96.4110","5127"
"Hansford","Hansford","Hansford County","48195","TX","Texas","36.2774","-101.3546","5119"
"Garza","Garza","Garza County","48169","TX","Texas","33.1799","-101.2984","5118"
"Hamilton","Hamilton","Hamilton County","36041","NY","New York","43.6611","-74.4974","5089"
"Ouray","Ouray","Ouray County","08091","CO","Colorado","38.1555","-107.7693","5087"
"Pickett","Pickett","Pickett County","47137","TN","Tennessee","36.5584","-85.0749","5079"
"Toole","Toole","Toole County","30101","MT","Montana","48.6554","-111.6956","5061"
"Wirt","Wirt","Wirt County","54105","WV","West Virginia","39.0225","-81.3787","5053"
"Crosby","Crosby","Crosby County","48107","TX","Texas","33.6147","-101.3000","5041"
"Beaver","Beaver","Beaver County","40007","OK","Oklahoma","36.7497","-100.4768","5028"
"Scott","Scott","Scott County","20171","KS","Kansas","38.4822","-100.9069","5027"
"Pulaski","Pulaski","Pulaski County","17153","IL","Illinois","37.2232","-89.1266","5015"
"Cameron","Cameron","Cameron Parish","22023","LA","Louisiana","29.8754","-93.1937","5015"
"Sheridan","Sheridan","Sheridan County","31161","NE","Nebraska","42.5048","-102.4089","5014"
"Mineral","Mineral","Mineral County","30061","MT","Montana","47.1472","-114.9983","4959"
"Scott","Scott","Scott County","17171","IL","Illinois","39.6441","-90.4747","4937"
"Dickey","Dickey","Dickey County","38021","ND","North Dakota","46.1102","-98.5047","4935"
"Thayer","Thayer","Thayer County","31169","NE","Nebraska","40.1762","-97.5950","4901"
"Alexander","Alexander","Alexander County","17003","IL","Illinois","37.1915","-89.3375","4875"
"Stewart","Stewart","Stewart County","13259","GA","Georgia","32.0785","-84.8352","4869"
"Wheeler","Wheeler","Wheeler County","48483","TX","Texas","35.4012","-100.2698","4862"
"Craig","Craig","Craig County","51045","VA","Virginia","37.4817","-80.2114","4856"
"Washington","Washington","Washington County","08121","CO","Colorado","39.9710","-103.2012","4831"
"Gallatin","Gallatin","Gallatin County","17059","IL","Illinois","37.7628","-88.2305","4819"
"Phillips","Phillips","Phillips County","20147","KS","Kansas","39.7846","-99.3470","4813"
"Rooks","Rooks","Rooks County","20163","KS","Kansas","39.3502","-99.3250","4813"
"Oneida","Oneida","Oneida County","16071","ID","Idaho","42.1950","-112.5394","4768"
"Carlisle","Carlisle","Carlisle County","21039","KY","Kentucky","36.8532","-88.9710","4762"
"Adams","Adams","Adams County","16003","ID","Idaho","44.8896","-116.4538","4744"
"Jim Hogg","Jim Hogg","Jim Hogg County","48247","TX","Texas","27.0434","-98.6973","4727"
"Dillingham","Dillingham","Dillingham Census Area","02070","AK","Alaska","59.8003","-158.2346","4724"
"Calhoun","Calhoun","Calhoun County","05013","AR","Arkansas","33.5581","-92.5030","4704"
"Scotland","Scotland","Scotland County","29199","MO","Missouri","40.4526","-92.1471","4686"
"Wahkiakum","Wahkiakum","Wahkiakum County","53069","WA","Washington","46.2918","-123.4244","4658"
"Florence","Florence","Florence County","55037","WI","Wisconsin","45.8485","-88.3981","4646"
"Republic","Republic","Republic County","20157","KS","Kansas","39.8278","-97.6506","4646"
"Ringgold","Ringgold","Ringgold County","19159","IA","Iowa","40.7352","-94.2440","4645"
"Putnam","Putnam","Putnam County","29171","MO","Missouri","40.4789","-93.0162","4642"
"Hot Springs","Hot Springs","Hot Springs County","56017","WY","Wyoming","43.7190","-108.4422","4620"
"Crane","Crane","Crane County","48103","TX","Texas","31.4286","-102.5156","4610"
"Hyde","Hyde","Hyde County","37095","NC","North Carolina","35.5306","-76.2517","4592"
"Furnas","Furnas","Furnas County","31065","NE","Nebraska","40.1764","-99.9123","4568"
"Mineral","Mineral","Mineral County","32021","NV","Nevada","38.5386","-118.4349","4542"
"Morrill","Morrill","Morrill County","31123","NE","Nebraska","41.7160","-103.0105","4534"
"Schley","Schley","Schley County","13249","GA","Georgia","32.2617","-84.3148","4513"
"Mills","Mills","Mills County","48333","TX","Texas","31.4952","-98.5954","4511"
"Phillips","Phillips","Phillips County","08095","CO","Colorado","40.5940","-102.3576","4496"
"Custer","Custer","Custer County","16037","ID","Idaho","44.2411","-114.2817","4470"
"Hickman","Hickman","Hickman County","21105","KY","Kentucky","36.6781","-88.9761","4439"
"Cameron","Cameron","Cameron County","42023","PA","Pennsylvania","41.4367","-78.2040","4427"
"Lincoln","Lincoln","Lincoln County","32017","NV","Nevada","37.6433","-114.8775","4405"
"Kimble","Kimble","Kimble County","48267","TX","Texas","30.4868","-99.7487","4389"
"Guadalupe","Guadalupe","Guadalupe County","35019","NM","New Mexico","34.8633","-104.7906","4381"
"Dewey","Dewey","Dewey County","40043","OK","Oklahoma","35.9876","-99.0079","4360"
"Marshall","Marshall","Marshall County","46091","SD","South Dakota","45.7586","-97.5986","4344"
"Calhoun","Calhoun","Calhoun County","17013","IL","Illinois","39.1693","-90.6676","4330"
"Deuel","Deuel","Deuel County","46039","SD","South Dakota","44.7600","-96.6680","4328"
"Menominee","Menominee","Menominee County","55078","WI","Wisconsin","45.0044","-88.7100","4252"
"Holt","Holt","Holt County","29087","MO","Missouri","40.0944","-95.2155","4240"
